App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Primary Genres,Secondary Genres
Peggle Blast,GAME,4.1,166251,19000000.0,5000000,Free,0.0,1,Card,11-Dec-17,2.16.0,4.0.3 and up,Card,
Heroes of Dragon Age,GAME,4.2,70389,28000000.0,1000000,Free,0.0,2,Action,9-May-18,5.3.1,2.3.3 and up,Action,
SCRABBLE,GAME,3.9,172281,50000000.0,5000000,Free,0.0,1,Word,1-Aug-18,5.27.0.729,4.1 and up,Word,
Asphalt Xtreme: Rally Racing,GAME,4.5,567984,39000000.0,10000000,Free,0.0,1,Racing,16-Jul-18,1.7.3b,4.0.3 and up,Racing,
FIFA 16 Soccer,SPORTS,4.1,820577,30000000.0,10000000,Free,0.0,1,Sports,25-Jan-17,3.3.118003,4.4 and up,Sports,
League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,4.4,32496,99000000.0,1000000,Paid,0.99,2,Action,3-Jul-18,5.3.3,2.3 and up,Action,
Modern Combat 5: eSports FPS,GAME,4.3,2903386,58000000.0,100000000,Free,0.0,4,Action,24-Jul-18,3.2.1c,4.0 and up,Action,
Mass Effect: Andromeda APEX HQ,GAME,3.4,4490,92000000.0,100000,Free,0.0,3,Action,21-Sep-17,1.18.1,4.1 and up,Action,
Mirror’s Edge™ Companion,GAME,3.4,1995,43000000.0,100000,Free,0.0,1,Action,28-Jun-16,1.2.2,4.4 and up,Action,
Stickman Legends: Shadow Wars,GAME,4.4,38419,100000000.0,1000000,Paid,0.99,3,Action,3-Aug-18,2.3.24,4.1 and up,Action,
MLB Perfect Inning 2018,SPORTS,4.2,42767,72000000.0,1000000,Free,0.0,1,Sports,26-Jul-18,2.0.5,4.3 and up,Sports,
Gear.Club - True Racing,GAME,4.4,140658,37000000.0,1000000,Free,0.0,1,Racing,1-Aug-18,1.21.2,4.3 and up,Racing,
Plants vs. Zombies™ Watch Face,FAMILY,3.5,33178,3100000.0,1000000,Free,0.0,1,Casual,2-Feb-15,1.0.5,4.3 and up,Casual,
Real Football,SPORTS,4.1,585564,33000000.0,10000000,Free,0.0,1,Sports,1-Jun-18,1.5.0,4.0.3 and up,Sports,
Typical EA Game,FAMILY,4.6,33,3300000.0,100,Free,0.0,1,Casual,18-Nov-17,1,4.0 and up,Casual,
EB Mobile,FAMILY,1.7,1172,5600000.0,10000,Free,0.0,1,Education,9-Oct-17,1.1.2,4.1 and up,Education,
EB Events,TRAVEL_AND_LOCAL,3.3,97,16000000.0,10000,Free,0.0,1,Travel & Local,27-Jan-16,1.6,4.0 and up,Travel & Local,
i am EB,PHOTOGRAPHY,5.0,1,5400000.0,10,Free,0.0,2,Photography,1-Feb-17,1,4.1 and up,Photography,
EB-Link,BUSINESS,4.8,6,11000000.0,100,Free,0.0,1,Business,7-Jun-18,1.2.7,4.2 and up,Business,
Debra Care Conference,BUSINESS,0.0,0,30000000.0,50,Free,0.0,1,Business,15-Jun-18,5.29.02,5.0 and up,Business,
Exchange Bank - EB Mobile,FINANCE,4.6,8,31000000.0,1000,Free,0.0,1,Finance,2-May-18,18.1.79,5.0 and up,Finance,
TANGEDCO Mobile App (Official),BUSINESS,3.3,2915,3300000.0,500000,Free,0.0,1,Business,3-Nov-17,1.0.2,4.4 and up,Business,
EB-TV,SPORTS,0.0,6,30000000.0,1000,Free,0.0,1,Sports,25-May-18,2.2.1,4.4 and up,Sports,
Free E B Garamond Cool Font,PERSONALIZATION,4.2,410,6100000.0,100000,Free,0.0,1,Personalization,20-Apr-18,33,4.0.3 and up,Personalization,
EB Kit,BUSINESS,0.0,4,5200000.0,100,Free,0.0,1,Business,15-May-18,1.2,4.1 and up,Business,
Epson iProjection,PRODUCTIVITY,3.5,3930,18000000.0,1000000,Free,0.0,1,Productivity,22-Mar-18,3.0.0,4.0 and up,Productivity,
TN e Sevai TN EB Bill Patta Citta EC Birth All Hub,SOCIAL,3.7,23,16000000.0,5000,Free,0.0,1,Social,26-Apr-18,1,4.1 and up,Social,
EB Scanner,PRODUCTIVITY,5.0,9,25000000.0,50,Free,0.0,1,Productivity,11-Feb-18,1.7.8,4.0.3 and up,Productivity,
TNEB Bill Online Payment (Tamil),SOCIAL,0.0,7,2300000.0,5000,Free,0.0,2,Social,13-Jul-18,2,4.0.3 and up,Social,
EB Demo for Android,FAMILY,0.0,0,13000000.0,10,Free,0.0,2,Entertainment,17-May-17,1,4.1 and up,Entertainment,
Mental Hospital:EB 2 Lite,GAME,4.1,5341,8800000.0,100000,Free,0.0,2,Action,30-Apr-14,1,4.0 and up,Action,
EB Annual Meetings,BOOKS_AND_REFERENCE,3.5,11,15000000.0,1000,Free,0.0,1,Books & Reference,13-Apr-18,9.4.7.6,4.0 and up,Books & Reference,
UP EB Bill Payment & Details,SOCIAL,5.0,3,2400000.0,50,Free,0.0,2,Social,11-Jul-18,2,4.0 and up,Social,
EB-Banking (ersetzt),FINANCE,0.0,24,70000000.0,1000,Free,0.0,1,Finance,18-Apr-18,17.25.11,4.1 and up,Finance,
Tamilnadu EB Online Payment,FINANCE,3.7,155,3900000.0,100000,Free,0.0,1,Finance,30-Jul-18,1.0.0,4.0.3 and up,Finance,
Online Kerala EB Bill Pay,FINANCE,4.0,37,3900000.0,5000,Free,0.0,1,Finance,16-Nov-17,1.0.0,4.0.3 and up,Finance,
EB Remote Deposit,BUSINESS,0.0,0,9000000.0,10,Free,0.0,1,Business,10-May-18,5.1,4.1 and up,Business,
EB-Chat – For my Events,EVENTS,0.0,2,21000000.0,10,Free,0.0,2,Events,16-Nov-17,1.4,3.0 and up,Events,
বাংলাflix,FAMILY,4.2,1111,7300000.0,100000,Free,0.0,1,Entertainment,5-Jun-18,3.6.1,4.1 and up,Entertainment,
EB Experience,LIFESTYLE,0.0,0,1800000.0,1,Free,0.0,1,Lifestyle,19-Oct-17,1,4.0.3 and up,Lifestyle,
TNEB Quick Pay Easy,FINANCE,4.5,28,1400000.0,10000,Free,0.0,2,Finance,29-Jan-18,1,3.0 and up,Finance,
TNEB,BUSINESS,3.8,1777,948000.0,100000,Free,0.0,1,Business,18-May-14,1,2.2 and up,Business,
TNEB Bill Checker / TNEB Bill Status,FINANCE,2.5,2,5000000.0,1000,Free,0.0,1,Finance,3-Mar-18,2,4.0.3 and up,Finance,
Skin Disease,BEAUTY,4.0,1,2200000.0,100,Free,0.0,1,Beauty,30-Aug-17,1,2.2 and up,Beauty,
Schlaumeier,BOOKS_AND_REFERENCE,0.0,0,688000.0,5,Paid,0.99,1,Books & Reference,17-Jun-15,0.1,2.3 and up,Books & Reference,
Bihar Land Records - RoR and EB Quick Pay,TOOLS,4.0,8,2200000.0,1000,Free,0.0,1,Tools,7-Aug-18,1.0.1,5.0 and up,Tools,
TNEB Reading,TOOLS,4.1,28,2500000.0,10000,Free,0.0,1,Tools,19-Oct-17,1.3,4.1 and up,Tools,
Eb & flow Yoga Studio,HEALTH_AND_FITNESS,0.0,0,7300000.0,10,Free,0.0,1,Health & Fitness,9-Jul-18,4.2.2,4.1 and up,Health & Fitness,
Audiowalk EB,TRAVEL_AND_LOCAL,0.0,0,90000000.0,10,Free,0.0,1,Travel & Local,30-Jun-18,1.0.1,4.2 and up,Travel & Local,
RPG ブレイジング ソウルズ アクセレイト,FAMILY,3.4,159,3100000.0,1000,Paid,10.99,2,Role Playing,26-Apr-18,2.12,2.3 and up,Role Playing,
Tamilnadu Electricity Info,TOOLS,3.6,216,811000.0,10000,Free,0.0,1,Tools,9-Nov-14,2,1.0 and up,Tools,
Punjab Online - Land Records • EB Bill Pay • RC/DL,TOOLS,3.4,16,4000000.0,5000,Free,0.0,1,Tools,7-Aug-18,1,5.0 and up,Tools,
"energyly (TNEB,BESCOM,MH,DL..)",TOOLS,3.9,627,4100000.0,10000,Free,0.0,1,Tools,21-Feb-17,6,4.0 and up,Tools,
Paraglider Dashboard,SPORTS,4.6,549,2800000.0,50000,Free,0.0,1,Sports,3-Mar-18,2.1.4,4.0 and up,Sports,
Exército Brasileiro,PRODUCTIVITY,4.7,1730,16000000.0,100000,Free,0.0,1,Productivity,1-Feb-18,1.5,4.1 and up,Productivity,
EB Cash Collections,BUSINESS,5.0,1,4300000.0,5,Free,0.0,1,Business,31-Jul-18,1.1,4.4 and up,Business,
TN Electricity (TNEB),LIFESTYLE,3.9,73,3800000.0,10000,Free,0.0,1,Lifestyle,21-Dec-16,8,2.3 and up,Lifestyle,
Electrician Calculator Pro,TOOLS,3.9,47,270000.0,1000,Paid,14.99,1,Tools,3-Jun-14,3.1,1.6 and up,Tools,
"Call Blocker - Blacklist, SMS Blocker",COMMUNICATION,4.2,30350,3700000.0,1000000,Free,0.0,1,Communication,16-Jan-18,10.0.0,4.1 and up,Communication,
EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3000000.0,5000,Free,0.0,1,Books & Reference,10-Nov-17,1,4.0.3 and up,Books & Reference,
TN EC Online New,SOCIAL,0.0,7,2300000.0,1000,Free,0.0,2,Social,21-Jul-18,2.1,4.0 and up,Social,
"TN Patta, Chitta, EC",TOOLS,4.1,633,3800000.0,100000,Free,0.0,1,Tools,21-Oct-16,6.7,2.3 and up,Tools,
TN Patta Chitta EC Info,TOOLS,4.2,1611,2700000.0,100000,Free,0.0,1,Tools,6-Aug-18,5,4.4 and up,Tools,
EC music dictionary,TOOLS,4.4,20,2200000.0,500,Paid,1.99,1,Tools,29-Dec-14,2.1,3.0 and up,Tools,
EC Security,LIFESTYLE,4.5,13,28000000.0,1000,Free,0.0,1,Lifestyle,9-May-17,1.17.0.0,2.3.3 and up,Lifestyle,
TN Patta Citta & EC,BOOKS_AND_REFERENCE,3.8,48,1500000.0,10000,Free,0.0,1,Books & Reference,27-Mar-18,1,3.0 and up,Books & Reference,
EC - Encumbrance Search - telangana state,BUSINESS,3.4,45,5500000.0,10000,Free,0.0,1,Business,18-Jun-17,1,2.3 and up,Business,
Ec Solutions Mobile,BUSINESS,0.0,0,4000000.0,10,Free,0.0,1,Business,20-Nov-16,1.02,4.1 and up,Business,
Encumbrance Certificate - (Obsolete),BUSINESS,3.9,184,48000.0,50000,Free,0.0,1,Business,12-Aug-14,1.1,2.3 and up,Business,
"My Handbook : EE, EC, EI, E&T, EEE, EECS",FAMILY,4.5,3776,7700000.0,100000,Free,0.0,1,Education,24-Jul-17,8.07.021,4.0 and up,Education,
ec-Work,PRODUCTIVITY,0.0,3,26000000.0,100,Free,0.0,1,Productivity,9-Jul-18,1.12,5.0 and up,Productivity,
ec.tv,LIFESTYLE,0.0,0,8600000.0,50,Free,0.0,1,Lifestyle,11-Nov-16,1,4.1 and up,Lifestyle,
EC-HRV test,SPORTS,3.0,9,4300000.0,1000,Free,0.0,1,Sports,26-Jul-18,3.9.13,4.4 and up,Sports,
EC MANAGER,VIDEO_PLAYERS,0.0,2,17000000.0,100,Free,0.0,1,Video Players & Editors,13-Jun-18,8.3.13.6,4.1 and up,Video Players & Editors,
Barry EC,TOOLS,4.1,14,3800000.0,1000,Free,0.0,1,Tools,18-Dec-17,1.278.0037,2.3.3 and up,Tools,
New Holland Agriculture T5 EC,PRODUCTIVITY,4.6,12,15000000.0,1000,Free,0.0,1,Productivity,24-Feb-17,1.2,4.0.3 and up,Productivity,
tv-ec,FAMILY,0.0,1,3400000.0,50,Free,0.0,1,Entertainment,7-Apr-18,8.1,4.0.3 and up,Entertainment,
EC Taximeter,PRODUCTIVITY,3.9,162,5000000.0,10000,Free,0.0,1,Productivity,14-May-18,3.0.21,4.0 and up,Productivity,
Walk Freely (Ec Shlire),TOOLS,4.7,62,2300000.0,1000,Free,0.0,1,Tools,13-Nov-17,1.1.3,4.1 and up,Tools,
EC Apps List,TOOLS,4.5,2,1600000.0,100,Free,0.0,1,Tools,12-Feb-15,1.3,4.0 and up,Tools,
AP Stamps and Registration,BOOKS_AND_REFERENCE,3.4,82,2700000.0,10000,Free,0.0,1,Books & Reference,27-Mar-18,2,3.0 and up,Books & Reference,
EC Calgary,FAMILY,5.0,6,8100000.0,100,Free,0.0,2,Education,26-Jun-18,3.8.0,4.1 and up,Education,
Victoria EC,TOOLS,5.0,5,3800000.0,500,Free,0.0,1,Tools,30-Mar-18,1.283.0037,2.3.3 and up,Tools,
EC SPORTS,SPORTS,5.0,1,6300000.0,10,Free,0.0,1,Sports,26-May-15,4.1.1,2.3.3 and up,Sports,
ECナビ×シュフー,LIFESTYLE,4.0,576,7400000.0,50000,Free,0.0,1,Lifestyle,7-Jun-18,1.0.2,4.0 and up,Lifestyle,
EC Designer 2.0,TOOLS,0.0,0,12000000.0,50,Free,0.0,1,Tools,9-Jul-18,0.0.44,4.0 and up,Tools,
Arrayanes EC,LIFESTYLE,0.0,2,7900000.0,100,Free,0.0,1,Lifestyle,27-Jun-18,3.5,4.4 and up,Lifestyle,
EC Reps,BUSINESS,4.0,1,5400000.0,100,Free,0.0,1,Business,15-Mar-17,1.1,4.0 and up,Business,
EC QR,PRODUCTIVITY,0.0,0,4000000.0,10,Free,0.0,1,Productivity,24-Jul-18,1.0.2,4.1 and up,Productivity,
EC Tax,FINANCE,4.9,8,3100000.0,500,Free,0.0,1,Finance,9-Feb-18,1.2,4.0.3 and up,Finance,
EC Fairgrounds,FAMILY,5.0,3,5500000.0,500,Free,0.0,1,Entertainment,13-Jul-18,erie1.3.23.42-release,4.4 and up,Entertainment,
CompactiMa EC pH Calibration,BOOKS_AND_REFERENCE,0.0,0,8400000.0,100,Free,0.0,1,Books & Reference,22-Dec-16,1.1.2,4.1 and up,Books & Reference,
Kiamichi EC,TOOLS,4.6,7,3900000.0,1000,Free,0.0,1,Tools,23-Feb-18,1.283.0037,2.3.3 and up,Tools,
EC Games Datecs,SPORTS,0.0,76,329000.0,10000,Free,0.0,1,Sports,12-Feb-16,4.4,2.1 and up,Sports,
TN Patta /Chitta /EC New,SOCIAL,4.8,5,3000000.0,100,Free,0.0,2,Social,20-Jul-18,1,4.0 and up,Social,
HOLSTON EC,TOOLS,4.1,7,4200000.0,1000,Free,0.0,1,Tools,23-Jan-18,1.278.0037,2.3.3 and up,Tools,
FILL EC,BUSINESS,4.1,13,3800000.0,100,Free,0.0,1,Business,23-Apr-18,1,4.0.3 and up,Business,
Marítimo EC,TOOLS,0.0,1,5300000.0,10,Free,0.0,1,Tools,14-Feb-18,1.9.8,4.0 and up,Tools,
EC-Contractors,HOUSE_AND_HOME,0.0,0,6000000.0,1,Free,0.0,1,House & Home,25-Apr-18,14.01,4.0.3 and up,House & Home,
GATE Syllabus for EC 2018 & Notifications,FAMILY,4.7,23,4300000.0,1000,Free,0.0,1,Education,28-Aug-17,1.3,4.4 and up,Education,
EC Sampler,PRODUCTIVITY,0.0,0,30000000.0,1,Free,0.0,1,Productivity,31-Jul-18,1.4,4.0.3 and up,Productivity,
EC Mover,GAME,5.0,5,4600000.0,10,Free,0.0,1,Racing,1-Aug-18,1.11,4.0.3 and up,Racing,
SCS eC,PRODUCTIVITY,4.4,7,17000000.0,100,Free,0.0,1,Productivity,21-Oct-16,1.0.1,4.1 and up,Productivity,
My EF,FAMILY,3.3,4114,14000000.0,100000,Free,0.0,1,Education,10-Jul-18,3.29,4.2 and up,Education,
EF Mentor: Words,FAMILY,4.0,403,39000000.0,50000,Free,0.0,2,Education,30-Jul-18,1.7.0.00115,4.1 and up,Education,
EF Smart English for Phone,FAMILY,3.5,208,13000000.0,10000,Free,0.0,1,Education,29-Jun-18,1.2.1,4.4 and up,Education,
My EF Center,FAMILY,2.8,89,35000000.0,10000,Free,0.0,1,Education,23-Jul-18,1.10.0,4.4 and up,Education,
EF Mentor: Sounds,FAMILY,0.0,19,6900000.0,5000,Free,0.0,1,Education,16-Aug-17,1.0.1.00613,4.1 and up,Education,
EF English Live Business,FAMILY,3.6,496,14000000.0,100000,Free,0.0,1,Education,4-May-18,2.0.1,4.4 and up,Education,
EF Classroom,FAMILY,3.2,190,23000000.0,50000,Free,0.0,1,Education,23-Jul-18,3.0.0.2927,5.0 and up,Education,
EF English Live for phone,FAMILY,3.6,2210,15000000.0,100000,Free,0.0,1,Education,24-Jul-18,3.1.0,5.0 and up,Education,
EF Smart English,FAMILY,3.7,150,11000000.0,5000,Free,0.0,1,Education,11-Jun-18,1.6.0,4.4 and up,Education,
EF English Live Business Tablet,FAMILY,3.3,279,14000000.0,10000,Free,0.0,1,Education,25-Dec-17,1.6.6,4.4 and up,Education,
EF English Live for tablets,FAMILY,3.1,1242,14000000.0,50000,Free,0.0,1,Education,24-Apr-18,1.7.0,4.4 and up,Education,
EF Parеnts,FAMILY,4.1,435,17000000.0,50000,Free,0.0,1,Education,21-Jun-18,3.1.0,4.1 and up,Education,
EF Teacher,FAMILY,3.1,16,17000000.0,1000,Free,0.0,1,Education,19-Apr-18,1.6,4.1 and up,Education,
English Bite,FAMILY,3.5,268,9800000.0,10000,Free,0.0,1,Education,25-Jan-16,1.3.0,4.0 and up,Education,
EF/VR – VR Tours of EF Schools,FAMILY,3.6,17,15000000.0,1000,Free,0.0,2,Education,15-Sep-15,1.0.05,4.0 and up,Education,
EF Events,EVENTS,5.0,7,4400000.0,100,Free,0.0,2,Events,5-Oct-17,Varies with device,Varies with device,Events,
EF Go Ahead Tour Companion,TRAVEL_AND_LOCAL,2.3,23,43000000.0,1000,Free,0.0,1,Travel & Local,18-Jun-18,3.0.7,4.4 and up,Travel & Local,
EF Summits,TRAVEL_AND_LOCAL,0.0,0,19000000.0,100,Free,0.0,1,Travel & Local,20-May-18,1.1.3,4.4 and up,Travel & Local,
EF-myHR,FINANCE,2.9,26,36000000.0,1000,Free,0.0,1,Finance,21-Feb-18,1.0.38,4.0 and up,Finance,
EF Spelling Bee,FAMILY,3.0,2,9400000.0,500,Free,0.0,1,Education;Education,12-Oct-17,1.2.2,4.3 and up,Education,Education
Education First FCU Mobile,FINANCE,2.9,204,29000000.0,10000,Free,0.0,1,Finance,9-May-18,18.1.79,5.0 and up,Finance,
Travelmoji,FAMILY,3.9,13,10000000.0,500,Free,0.0,1,Education,24-Jun-16,2,4.3 and up,Education,
EF Forms,BUSINESS,5.0,2,23000000.0,50,Free,0.0,1,Business,24-Jul-18,1.29,4.4 and up,Business,
EFAmbassador,FAMILY,0.0,5,10000000.0,100,Free,0.0,1,Education,10-Jul-18,1.2,5.0 and up,Education,
Agenda EF,FAMILY,3.4,79,33000000.0,5000,Free,0.0,1,Education,27-May-15,1.03,3.0 and up,Education,
EF App,BUSINESS,5.0,8,20000000.0,100,Free,0.0,1,Business,23-Jan-17,1.0.5,4.4 and up,Business,
EF Lens Simulator,PHOTOGRAPHY,0.0,2,33000000.0,100,Paid,9.99,1,Photography,27-Feb-17,2.8.3.1,2.2 and up,Photography,
EF Coach,HEALTH_AND_FITNESS,4.8,17,14000000.0,500,Free,0.0,1,Health & Fitness,12-Mar-18,1.1.1,4.4 and up,Health & Fitness,
e-Docente EI/anos iniciais EF,FAMILY,0.0,2,2300000.0,1000,Free,0.0,1,Education,22-May-18,1.0.0,4.1 and up,Education,
EF Universe: Endless Battle,FAMILY,4.2,5,54000000.0,50,Free,0.0,2,Role Playing,31-Jul-18,4541.25.51,4.1 and up,Role Playing,
[EF]ShoutBox,COMMUNICATION,0.0,3,2500000.0,100,Free,0.0,2,Communication,7-Aug-18,Build 54,4.0.3 and up,Communication,
EF Catalogues · Kataloge,BUSINESS,0.0,15,4300000.0,500,Free,0.0,1,Business,21-Sep-16,1.0.1 (1.5.1),4.0 and up,Business,
EF Staff,PRODUCTIVITY,0.0,0,11000000.0,100,Free,0.0,1,Productivity,8-May-18,1.2,4.2 and up,Productivity,
EF Academy,HEALTH_AND_FITNESS,5.0,4,15000000.0,50,Free,0.0,1,Health & Fitness,23-Mar-18,7.7.3,4.1 and up,Health & Fitness,
EF First,FAMILY,0.0,0,1600000.0,1,Free,0.0,1,Entertainment,9-Feb-18,1,4.0.3 and up,Entertainment,
Financial Calculator Pro EF,FINANCE,4.3,634,2000000.0,50000,Free,0.0,1,Finance,4-Oct-13,2.1.0.9,2.1 and up,Finance,
Carrier Landings Pro,FAMILY,4.6,5969,31000000.0,10000,Paid,12.99,1,Simulation,29-Jun-18,4.2.4,4.1 and up,Simulation,
EF Utilities,TOOLS,0.0,0,3600000.0,5,Free,0.0,1,Tools,7-Jun-18,1.1.0,4.3 and up,Tools,
EF Financial Control Free,FINANCE,4.4,58,3700000.0,10000,Free,0.0,1,Finance,6-May-18,1.9.0,4.0.3 and up,Finance,
أحداث وحقائق | خبر عاجل في اخبار العالم,NEWS_AND_MAGAZINES,4.8,311,14000000.0,5000,Free,0.0,3,News & Magazines,15-Jul-18,2.9.19a,4.2 and up,News & Magazines,
Diário Escola Mestres EF,FAMILY,0.0,11,6600000.0,1000,Free,0.0,1,Education,31-Jul-18,3.0.18 Fundamental,4.0 and up,Education,
EF Jumper,GAME,0.0,4,5100000.0,100,Free,0.0,1,Arcade,13-Jul-17,Build 12,2.2 - 7.1.1,Arcade,
StudyLock - Education First,PARENTING,4.1,27,4600000.0,1000,Free,0.0,1,Parenting,12-Oct-17,1.13,4.1 and up,Parenting,
E.F.JUVENTUD MADRID,SPORTS,0.0,3,5300000.0,100,Free,0.0,1,Sports,13-Jul-17,1.1,4.0.3 and up,Sports,
English Conversation Courses,FAMILY,4.6,22165,6800000.0,1000000,Free,0.0,1,Education,28-Jun-18,4.1806.3,4.0 and up,Education,
eG Monitor,PRODUCTIVITY,4.6,8,7500000.0,100,Free,0.0,1,Productivity,27-Jul-18,2.0.7,4.1 and up,Productivity,
E.G. Chess Free,GAME,4.0,505,23000000.0,10000,Free,0.0,1,Board,6-Dec-14,1.0.28,2.3 and up,Board,
"EG SIM CARD (EGSIMCARD, 이지심카드)",BUSINESS,2.9,322,1500000.0,50000,Free,0.0,1,Business,28-Mar-17,2.13,2.2 and up,Business,
EG-Boost,BUSINESS,4.1,25,2400000.0,1000,Free,0.0,1,Business,27-Nov-17,7,2.3.3 and up,Business,
EG Mantenimiento,BUSINESS,0.0,1,25000000.0,50,Free,0.0,2,Business,30-May-18,0.0.3,4.1 and up,Business,
EG CrossPad - ASPECT4,BUSINESS,0.0,4,30000000.0,1000,Free,0.0,1,Business,3-Jul-18,1.6.07,4.1 and up,Business,
EG Player,FAMILY,0.0,1,13000000.0,100,Free,0.0,1,Entertainment,20-Dec-17,Final,4.0 and up,Entertainment,
Bee Mobile EG,FINANCE,4.2,883,6500000.0,100000,Free,0.0,1,Finance,5-May-18,3.1.9,4.0 and up,Finance,
EG,PRODUCTIVITY,0.0,3,4400000.0,100,Free,0.0,1,Productivity,1-Jul-16,4.2,4.0.3 and up,Productivity,
E.G. Chess,GAME,4.3,56,23000000.0,1000,Paid,0.99,1,Board,6-Dec-14,1.0.28,2.3 and up,Board,
EG SIM CARD (EGSIMCARD),TRAVEL_AND_LOCAL,4.4,105,5000000.0,10000,Free,0.0,1,Travel & Local,2-May-18,2.5,2.3 and up,Travel & Local,
EG Retail,BUSINESS,2.4,29,16000000.0,500,Free,0.0,1,Business,5-Jul-18,2.2.1335,4.1 and up,Business,
EG Movi,TOOLS,4.2,40,7400000.0,1000,Free,0.0,1,Tools,12-May-17,0.9.1,3.2 and up,Tools,
EG Groups,EVENTS,0.0,0,1100000.0,10,Free,0.0,1,Events,15-Oct-17,1.0.0,4.0 and up,Events,
EG Way Life,SOCIAL,0.0,0,1100000.0,50,Free,0.0,1,Social,27-Apr-16,1,4.1 and up,Social,
EG Tax Service,FINANCE,0.0,1,38000000.0,100,Free,0.0,1,Finance,23-Apr-18,1.0.0,4.1 and up,Finance,
Energenie EG-PM1W Setup Wizard,TOOLS,3.1,17,523000.0,1000,Free,0.0,1,Tools,10-Oct-14,1.8 (2014-10-10 11:10:51 +0400),2.2 and up,Tools,
qEG APP / Química EG SRL,TOOLS,0.0,0,118000.0,10,Free,0.0,1,Tools,24-Jul-18,1,4.0 and up,Tools,
EG Classroom Decimals™,FAMILY,3.0,2,18000000.0,50,Paid,2.99,1,Education;Education,12-Jun-17,2.2.2,2.2 and up,Education,Education
EGW Writings 2,BOOKS_AND_REFERENCE,4.7,6547,16000000.0,100000,Free,0.0,1,Books & Reference,8-Dec-17,4.0.3,4.0.3 and up,Books & Reference,
Alipay,FINANCE,3.4,42497,61000000.0,1000000,Free,0.0,2,Finance,2-Jul-18,10.1.28.560,4.3 and up,Finance,
EG | Explore Folegandros,TRAVEL_AND_LOCAL,0.0,0,56000000.0,0,Paid,3.99,1,Travel & Local,22-Jan-17,1.1.1,4.1 and up,Travel & Local,
EGW Writings,BOOKS_AND_REFERENCE,4.7,24278,3100000.0,1000000,Free,0.0,1,Books & Reference,27-Dec-17,2.1.2,2.2 and up,Books & Reference,
Bible with EGW Comments,BOOKS_AND_REFERENCE,4.7,3776,12000000.0,100000,Free,0.0,1,Books & Reference,7-Feb-18,2.12.0,4.1 and up,Books & Reference,
Eg Call,COMMUNICATION,4.2,91,6000000.0,10000,Free,0.0,1,Communication,26-Feb-17,3.8.6,2.2 and up,Communication,
EG India,LIFESTYLE,5.0,3,4000000.0,100,Free,0.0,1,Lifestyle,29-Jul-18,1.1.3,4.0.3 and up,Lifestyle,
Fashion Pony Girls Dress Up Makeup Game,FAMILY,4.5,256,30000000.0,10000,Free,0.0,1,Simulation,13-Jul-18,1.7,4.0 and up,Simulation,
My Little Pony AR Guide,BOOKS_AND_REFERENCE,3.3,7993,51000000.0,1000000,Free,0.0,1,Books & Reference,3-Nov-17,1.0.6,4.0 and up,Books & Reference,
Equestria Girl Snapchat Addict,FAMILY,0.0,20,31000000.0,1000,Free,0.0,1,Educational,19-Apr-18,1.0.0,4.0 and up,Educational,
L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42000000.0,100000,Free,0.0,2,Racing,30-Mar-17,1.04,2.3 and up,Racing,
LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99000000.0,1000000,Free,0.0,4,Racing,1-Jun-18,1.06,2.3 and up,Racing,
SDA Sabbath School Quarterly,BOOKS_AND_REFERENCE,4.7,14773,6400000.0,500000,Free,0.0,1,Books & Reference,9-Oct-17,4.1.92,3.0 and up,Books & Reference,
Sirens Fashion Style Game,FAMILY,4.3,2282,22000000.0,500000,Free,0.0,1,Simulation,20-Feb-18,1,4.0 and up,Simulation,
Equestria Amino for MLP,SOCIAL,4.8,8369,63000000.0,50000,Free,0.0,2,Social,13-Jul-18,1.8.19106,4.0.3 and up,Social,
Propertyfinder,LIFESTYLE,4.2,1506,11000000.0,100000,Free,0.0,1,Lifestyle,7-Aug-18,6.5.2,4.4 and up,Lifestyle,
L.A. Crime Stories Mad City Crime,GAME,4.0,30008,99000000.0,1000000,Free,0.0,4,Racing,30-Mar-17,1.26,2.3 and up,Racing,
My Little Pony: Story Creator,FAMILY,4.2,11002,21000000.0,1000000,Free,0.0,1,Education;Action & Adventure,11-May-17,1,4.0.3 and up,Education,Action & Adventure
Pocket Little Pony,FAMILY,4.1,47576,14000000.0,1000000,Free,0.0,3,Simulation,1-Mar-17,1.95,4.0 and up,Simulation,
Dance Magic Fashion Style Games,FAMILY,4.6,2533,46000000.0,100000,Free,0.0,1,Simulation,27-Feb-18,1,4.0 and up,Simulation,
Inventory & Barcode scanner & WIFI scanner,PRODUCTIVITY,4.6,1880,18000000.0,50000,Paid,1.49,1,Productivity,1-Jul-18,6.08,4.3 and up,Productivity,
MLP Colouring Adventures,FAMILY,3.8,7379,61000000.0,1000000,Free,0.0,1,Entertainment,28-Mar-17,1,4.4 and up,Entertainment,
Fashion Girls Dress up Makeup,FAMILY,4.4,115,31000000.0,10000,Free,0.0,1,Simulation,13-Jul-18,1,4.0 and up,Simulation,
